author.properties.friends,author.properties.status_count,author.properties.verified,content.body,location.country,properties.platform,properties.sentiment,location.latitude,location.longitude
376,220,False,@Alexfletcher72 what ever happened to that storyline with Diane having an affair with scots dad and her having the braclet #hollyoaks,GB,twitter,-1,51.39781057661456,-0.252754
430,24535,False,Wish I were there. #WaltDisneyWorld #Florida  https://t.co/sBXqdIBPhc,GB,twitter,0,51.490020924854,-0.08816100000000003
1134,39636,False,"@oljay99 Nope, your not the only one. I think plenty will want to see us fuck up.",GB,twitter,-1,51.560607684597755,0.21058950000000004
190,11419,False,right now I have literally no deadlines hanging over my head and I've had about 4 hours sleep since Sunday night,GB,twitter,-1,55.75947448152295,-4.186459999999999
1966,6039,False,That news made me extremely happy 😊 😊 😊,GB,twitter,1,50.88229482721381,-1.0286495
898,130926,False,@jimieffam lmao why you mention me the same thing twice?? 😂😂😂😂😂 https://t.co/mAdaP15MEI,GB,twitter,-1,53.00279156026351,-2.2798315000000002
87,2829,False,@_ohbeener @ayshaa_AA @Abbie_Tiz @YamtotheYinYang in furtherance to Ayshas point....the court should,GB,twitter,-1,52.626293532909706,-1.13067
46,2904,False,@DailyMirror If I could be sure the boys mum would break the things nose I would pay her fare to come over here so she could do it.,GB,twitter,-1,51.54947858240573,0.7212505000000001
2029,37397,False,titanic gets me like nothing else ever could,GB,twitter,1,52.969744440802685,-1.1722659999999996
380,6922,False,PL https://t.co/MwiPWz6rSJ,GB,twitter,0,51.67150341071704,-0.5871185
214,103800,False,"@LSully7 keep it up, man.",GB,twitter,-1,51.23643089192935,-0.5701174999999999
384,832,False,I just don't know what to do,GB,twitter,-1,51.4081263733163,-0.8415085000000001
2454,12455,False,#TeenChoice #ChoiceMaleArtist is @zaynmalik 😏🎤😍👑 https://t.co/BAg1W6w0yS,GB,twitter,0,51.54765285291366,-0.060167500000000006
263,4488,False,Cool. Just me then.,GB,twitter,-1,50.808844440542124,-1.1491980000000002
601,60393,False,LOOOOL I'm dead 😭 https://t.co/qhyNQoaHMz,GB,twitter,-1,51.58792119344532,-0.102162
163,3144,False,"I'm at Send in Send, Surrey https://t.co/EMQgK8Ri0a",GB,twitter,-1,51.29141049,-0.52528701
1104,79652,False,@CityJohn why did you unfollow me and Paul? We feel sad 😢,GB,twitter,-1,51.4081263733163,-0.8415085000000001
587,9830,False,"If someone wants nude, dm kellen",GB,twitter,-1,51.12919171037765,-3.0054000000000003
98,179,False,Loved training on the track tonight! Thank you to @llandowcircuit & @veloflowuk #girlsthatride #iwbmattkyt #bicycle https://t.co/iZaC464yLM,GB,twitter,1,51.412102,-3.54795
2385,5812,False,"Also, some advice for @vicenews - don't treat audience like they know nothing about politics. #Corbyn doc came across as patronising",GB,twitter,0,52.49405270288055,-1.8906405
250,1692,False,@MichaelJardine6  Any other bodies of 6 million members you'd like to denigrate?,GB,twitter,1,57.47197179293184,-4.2219125
2573,78915,False,"Restorative kebab in Tunbridge Wells, just waiting for the last train to Hastings",GB,twitter,-1,51.14216412114232,0.25150550000000005
650,39551,False,"@daraobriain I made jam out of a rodent; tasted awful so threw it in the garden. A week later, flowers sprouted.

Tulips from Hamster Jam.",GB,twitter,0,53.456983702037085,-2.2334800000000006
375,15884,False,@hackneyabbatt sterling has slumped because of risk of #Brexit #VoteRemain to maintain UK prosperity,GB,twitter,0,51.39781057661456,-0.252754
1883,36847,False,@DariusCampbell awesome 2 shows today! Good to catch u after! See ya soon! Xx,GB,twitter,1,51.66809006143172,-0.3922755
370,36643,False,@SIMHANAMKAE d'un bar mdr,GB,twitter,0,51.51476447266411,-0.29743
606,3489,False,I would still love you if you wanted a lover.,GB,twitter,-1,54.66803267080793,-5.916400000000001
337,5713,False,https://t.co/N98cxoP5pz,GB,twitter,0,53.55648692288787,-0.07847649999999999
912,52155,False,Bloody slappers 🙃🙃🙃🙃 https://t.co/y0mDFqPX8u,GB,twitter,-1,51.48651958815168,0.317777
169,1175,False,it's not Normal to have 2 feel like ur acting irl is it cos that's how i feel like if i say The Wrong Thing my family will km,GB,twitter,-1,51.39007140862319,-0.27846400000000004
734,2830,False,https://t.co/VuSfOu0PND,GB,twitter,0,50.710059743792215,-2.4395140000000004
39,80,False,Day 2 after little miss 1yr immunisation and we have a hacking cough sniffles & temp 😯 going to be a long night,GB,twitter,-1,51.648544478966905,-3.8042920000000016
689,24754,False,I've gone to bed but I might get up and go and watch Versailles... #oohlala,GB,twitter,-1,51.5359129566958,-0.910568
995,14496,False,How annoying I have to wake up at like 8 to see what time I'm working cause I'm a idiot,GB,twitter,-1,53.7558582214556,-1.7610015
2457,40753,False,quite a few lately😩 https://t.co/ckla9xQ7Ts,GB,twitter,-1,51.63335610131152,-2.6772815
263,10774,False,"🌊 #Wight: N or NE 4 or 5, occ 6 at first, bcmng var 4 at times ltr.: Shwrs at first. Gd, occ poor.",GB,twitter,0,50.72719903,-3.47507318
810,67065,False,"@vogon also there's literally no office space not part of the giant floor-wide open office, which is noisy, and is having occupancy double",GB,twitter,-1,53.714276199909236,-2.241185
385,1739,False,"@dijiaderoGBA knoweth should just chill & get out of it. A life lesson there. Hope new guys learn from him. If writing & singing, 65% theirs",GB,twitter,0,53.5767643,-2.4152147
1179,9298,False,Venables didn't make a single sub in the semi final! Madness. Get Fowler or Ferdinand on to take a pen Terry! #Euro96,GB,twitter,0,53.456983702037085,-2.2334800000000006
263,4487,False,Does anyone else's girlfriend get mad when she wakes up and you haven't turned off your Bigfoot Eyewitness podcasts before you've crashed?,GB,twitter,1,50.808844440542124,-1.1491980000000002
504,14872,False,"Tomorrow is my Friday, yet it's Thursday disguised as Wednesday. #dayconfusion",GB,twitter,1,51.729037983841735,-1.4328894999999997
1355,142540,True,see my buddy #boywithtapeonhisface STORMING #AmericasGotTalent,GB,twitter,1,55.85839558130999,-4.2417515
7083,28575,False,"reunited with the little bro! 
daniischiavinato 🐶 @ Bournemouth https://t.co/CvXeDAkonU",GB,twitter,1,50.72,-1.88
167,36169,False,@Aldowyn If we want to go at 4E8 or 3E10 m/s us Brits can do that without Brussels telling us otherwise. The UK can go as fast as we like ;),GB,twitter,-1,51.39781057661456,-0.252754
1111,16561,False,Lol I'll walk away tbh  https://t.co/LW0cZjcV7n,GB,twitter,0,51.468410299162315,0.08932450000000001
553,80053,False,Happy payday x Ryan's a prick,GB,twitter,-1,56.06719126905753,-3.4528630000000002
389,1759,False,#AskMayaAndTina is it hard being literal angels? How are you so perfect and amazing?? How???,GB,twitter,1,57.786631183916356,-4.200440999999999
810,67064,False,@vogon our coffee machine is like the Office Space printer and half of the toilets get clogged up with turds and paper daily,GB,twitter,1,53.714276199909236,-2.241185
216,10651,False,"""stay golden ponyboy"" ❤️  https://t.co/TiMFY9u4Te",GB,twitter,0,53.70184613556756,-1.664672
163,118700,False,@TransAlpUK 20yrs of hurt. Nearly.,GB,twitter,-1,50.83639237,-0.77816687
283,4516,False,@ijdunk @TriciaRae66 Was Polly pleased to show you her thing? #proud #shy #humble #secretive,GB,twitter,0,52.03360633916026,-0.7640635
797,5961,False,@sophwhitey_ sista sista💃🏻💃🏻,GB,twitter,-1,52.59286965724111,-1.096631
2535,62156,False,"I'm such an ill person
like why am I always sick
is this why I have no friends",GB,twitter,-1,53.54347057254045,-2.6532380000000004
658,573,False,"I really do wish life had an off button sometimes, then come back when life's dandy🤔",GB,twitter,-1,52.37427738933978,-1.253726
396,231290,False,"@disneywords I can’t help myself. I like good food, ok? –Remy (Ratatouille) You like gum don't You? And mint chews",GB,twitter,0,51.35895133231162,-0.09263300000000001
591,10883,False,@404IINotFound @HoneyballCookie @YouTube Yep! Its a brand new feature today :D,GB,twitter,1,51.79661280900454,-0.0777585
785,39454,False,@II_bb18 خلاص معد فيه امل,GB,twitter,0,53.802038177843606,-1.5654900000000003
36,76,False,been thinking weather for not to go to pride or not...dont wanna go alone i dont feel safe knowing and your mates are going...,GB,twitter,-1,51.853102906308365,-2.2294175
735,23313,False,@transprogrammer 😘💙💜❤💛💚 You made me smile and giggle a bit too so it's only fair!,GB,twitter,1,52.4059046,-1.4906351
428,23946,False,IM £9 AWAY FROM THE SWEET PEACH PALETTE THIS IS KILLING ME,GB,twitter,0,53.38263616563445,-2.5933005000000002
3460,3638,False,"@JohnnyOMG Hi Johnny, I've just sent you an email re a BBC radio interview for tonight. Hope to hear from you soon, Erin",GB,twitter,0,52.530541925714566,-2.2038685000000005
72,4109,False,@ItsLimiiiTeD @SpooofyEU k,GB,twitter,0,55.85839558130999,-4.2417515
248,5049,False,How am I gonna let people know I'm a roadman now😭😭😭,GB,twitter,-1,51.44023795652285,0.20662899999999995
811,4958,False,I've literally slept for 3 days and I'm still tired😂😂,GB,twitter,-1,50.942907454644235,-2.6420495
2457,40657,False,maybe  https://t.co/dXmcy6YONX,GB,twitter,-1,51.63335610131152,-2.6772815
471,22482,False,@BAKEGLA @chriseede didn't even clock that... finding out who these ppl are and blacklisting❌❌,GB,twitter,-1,53.47534904324797,-2.3495664999999994
520,117556,False,@catelynstxrks (He knows how I feel about CC so... my epic rant didn't shock him at all),GB,twitter,-1,51.58500991494593,0.07886299999999999
448,17207,False,My nigga!🎉🎉 https://t.co/tJYpg4Aq34,GB,twitter,0,52.23888471672323,-0.8829510000000002
1784,33089,False,"Think I'm gonna do some exercise, been needing it",GB,twitter,-1,50.921354828148374,-1.3964669999999997
905,17576,False,@oliviaknightoxo happy birthday Liv 💗✨😆 X X X X,GB,twitter,1,52.41214485808566,-4.001617
403,14195,False,"@MailisBellamy go by how it feels, if you look at it + it feels like you could change it without difficulties go for it, I did and it was👍🏼",GB,twitter,1,51.22697378007422,-2.8968110000000005
769,688,False,"Too exited to see what these two and Finlay have been up too, so many birthday secrets 🙈🙈 @chelsea_louisej https://t.co/4GJUBM9cZa",GB,twitter,-1,55.07230297424175,-3.6129640000000003
666,3914,False,"Happy birthday b, more life and see you Friday ❤️ @kyraxkenton https://t.co/BGzwtO4NJg",GB,twitter,1,51.292947656733695,-0.7689714999999999
2598,30793,False,ITUNES PRE ORDER AVAILABLE THIS WEEK !! M dot R - Love the way prod by @Pedeweedytweets https://t.co/86AvHTXxuO,GB,twitter,1,51.51448212166734,-0.09291050000000002
343,7631,False,12:30am https://t.co/HO1PZSTmk0,GB,twitter,0,51.39781057661456,-0.252754
1037,469,False,https://t.co/jR1ZuA4hCJ Wonder clips and so tasty,GB,twitter,0,51.39781057661456,-0.252754
266,11699,False,@2423suzieq @irishvixen21 @Christianrache8 @CoolBlueStrat @uksunshinekid all in the timing!,GB,twitter,1,52.68458161158765,-1.5350900000000003
433,9700,False,So nice when the littlest things can make everything better 🌸,GB,twitter,1,50.7209524108503,-3.5148764999999997
2911,3883,False,"""Parts of me"" (pls excuse language! :)  )  https://t.co/A1ZHt9uSBa  #bpd #therapy #mentalhealth #innerparts",GB,twitter,0,51.394368557245095,0.026298999999999996
781,5957,False,Live at Luton Fashion Week #lutonfashionweek #fashion #fashionweek @ The Conservatory at the… https://t.co/1JyZRfsy2K,GB,twitter,0,51.84813056,-0.40001088
236,1778,False,I need to visit the place that sells these https://t.co/DzwBCeS0Xu,GB,twitter,-1,50.86656252780391,-1.2695274999999997
100,13567,False,@NisWriter eek... tell your parents and maybe go to the hospital if it's still hurting.,GB,twitter,-1,52.91556110309076,-1.4707784999999998
384,3680,False,Gee's little laugh is adorable✨☺️🙈,GB,twitter,0,53.329868493189075,-0.8200580000000001
151,6723,False,"Been here from the start bro since 2,000. To know you've grown another 10,000 is insane. Congrats g @willsyhh",GB,twitter,0,51.64530734401061,-0.09916350000000003
893,50060,False,This #Euro96 documentary will bring back some beautiful and painful memories. What a glorious time to be a kid in Wembley though! ⚽️,GB,twitter,1,51.56521809122742,-0.2631405
72,7288,False,"Остановился посидеть с браткой, грустно ему тут, железный весь… https://t.co/NPAPvvotyK",GB,twitter,0,51.50711486,-0.12731805
411,16613,False,@LalAyrl uyanik oldugun icin tisikkirlir sipirmin,GB,twitter,0,51.54244893903978,-0.15940300000000002
83,5169,False,@ChrisWilson101 @TheoryFail @thinkingzionist You mean faith as to where the material in the big bang came from?,GB,twitter,1,54.675050861728614,-6.81351
756,7502,False,Youngsters descend on Roots Hall for Southend Junior League finals https://t.co/SBJNaNN3im #Wickford #Essex https://t.co/92OiXvX1It,GB,twitter,0,51.61481535,0.52161405
1771,19325,False,The Scott Monument few weeks back #edinburgh https://t.co/UTNZ62WCfF,GB,twitter,0,55.875093439172105,-3.6167284999999993
68,57,False,Clear skies today made for another iconic picture of Ardvreck Castle #sutherland @ Ardvreck Castle https://t.co/jAP6LlMOGk,GB,twitter,0,58.166389,-4.994444
465,87021,False,Little Simz representing Islington 🙏🏽,GB,twitter,-1,51.54765285291366,-0.060167500000000006
349,20003,False,New restaurant bringing taste of India to former Bolton town centre bar https://t.co/fvbe2LI9vN #Manchester https://t.co/2PSVAbfjFn,GB,twitter,0,53.47378058,-2.29729886
994,49982,False,"#Stevenage youth mayor Emma Chapman, 11, gives her first interview... https://t.co/koSchWDP4z #Herts",GB,twitter,0,51.95300704,-0.27206208
967,30715,False,"Hourly #Weather Temp: 14°C (57°F), Wind: Northerly, Spd: 7mph, Hum: 79%, Pres: 1025mb, Rising, Vis: Very Good #Herefordshire",GB,twitter,0,52.05684,-2.71482
380,1341,False,👍👍👍👍👍👍👍👍👍,GB,twitter,0,52.232070714245225,-1.1530719999999999
554,22595,False,@LeviLovatt https://t.co/fg10wHf5Vd,GB,twitter,0,53.456983702037085,-2.2334800000000006
109,1279,False,@Misty4SRK I get very shy of speaking in deutsh cos I don't pronounce most words well. So kudos to him.  https://t.co/Qo50nz60eB,GB,twitter,-1,53.456983702037085,-2.2334800000000006
1471,23552,False,@LabourEoin @BBCNews stretching it to call it journalism.,GB,twitter,-1,55.85839558130999,-4.2417515
3913,186655,False,#Essex: Heavy downpours cause havoc for roads across the Maldon District https://t.co/AZx0M9ClVF https://t.co/a9PD3XR90M,GB,twitter,0,51.72529343,0.46173641
2113,5657,False,"They are far from the finished article, but what a fascinating prospect. That was a really interesting show, and genuinely eerie at times",GB,twitter,0,51.54765285291366,-0.060167500000000006
627,17070,False,Oi Oi  https://t.co/3iUKUQNNsW,GB,twitter,0,50.2879915824549,-5.080609500000001
961,46315,False,British Empire Medal honours for Bucks volunteers https://t.co/sbluN3rXSQ #Bucks https://t.co/jpLC2PZKI2,GB,twitter,0,51.70562364,-0.61128817
310,1972,False,When your husband has better fashion imagination than you do. 🤔 https://t.co/D1B10KBTcH,GB,twitter,0,50.63131638438789,-3.3978945
609,15469,False,Falling asleep day & soon as I come bed I'm wide awake 😂💤,GB,twitter,1,53.85664850426875,-2.168761
1017,7110,False,@WestEndSingers @PewseyBelles In tonight's rehearsal with @BlueNotesSC I spent some time ensuring the choir were together on the word 'Come',GB,twitter,0,51.425730318478536,-2.2076585
2783,19123,False,Rihanna does tings to me 👅👅,GB,twitter,0,51.39781057661456,-0.252754
83,5187,False,"@MPCmonkey @Mattheprofane No, but i used to live within a hours drive.",GB,twitter,-1,54.675050861728614,-6.81351
868,48148,False,@JawboneSupport what does these mean?? https://t.co/35jPxqMJ3z,GB,twitter,-1,51.71185071569722,-3.346804
222,6307,False,Why the fuck do I love you so much,GB,twitter,-1,51.02295143263842,-3.9271189999999994
1833,24432,False,"@TaffieBaggie @BornToBeaBaggie @SenorRajD - I'm wrong - we played Flamenco in Rio, not Santos!",GB,twitter,1,52.38107293044398,-2.2506990000000004
609,1055,False,"@marklythgoe #brainiverse! 

https://t.co/tVhpZdJH0G

https://t.co/QurTp35w5p

https://t.co/tDuz2jpmIX

https://t.co/Ot0lp5h3y8",GB,twitter,0,51.46469310439313,-0.07060350000000003
336,20387,False,"""I come to you as a woman"" lol my God is greater bye",GB,twitter,-1,51.46469310439313,-0.07060350000000003
1346,55882,False,Launch of campaign to combat summer drink and drug driving https://t.co/kMkQM9danX #Cumbria https://t.co/NRUpgAFoIT,GB,twitter,0,54.89453982,-2.93380223
2544,4025,False,@ShrinkingVsBand the links to soundcloud don't appear to work guys,GB,twitter,-1,52.45618581497742,-2.0562570000000004
289,11562,False,"1単位を超えるお酒飲むと気道が狭まって地上で溺れる、、、、

それにしても1パイントで酩酊になるなんてお得！！
、、、明日からハーフパイントでいいや",GB,twitter,0,51.58500991494593,0.07886299999999999
395,3256,False,@asjoshtaylor I thought orange was the new black,GB,twitter,-1,51.51448212166734,-0.09291050000000002
373,2726,False,Petty twitter beef smh :///,GB,twitter,-1,52.65679230661852,1.3256085
373,5731,False,@TheRTUCritic @wrath93 @THEREALRTU if rich needs help he can let me know just be @ a calorie deficit work out on a empty stomach etc etc,GB,twitter,-1,51.54765285291366,-0.060167500000000006
213,5619,False,Can actually feel my blood boiling from anger,GB,twitter,-1,51.648544478966905,-3.8042920000000016
348,11182,False,@RachelSpoonerrr because it's trying to make you feel better,GB,twitter,-1,52.1949280184406,-2.2118700000000002
841,41450,False,trying to get something special down for @AV_Allure,GB,twitter,-1,51.35895133231162,-0.09263300000000001
3126,74495,False,@cloudsteph @Meteor_Mobile kudos..few people give praise when deserved!,GB,twitter,1,51.45412060423482,-0.017990000000000003
266,26559,False,I want Jessica Jones back,GB,twitter,1,51.54947858240573,0.7212505000000001
2749,6387,False,@Jigman101 @VirtualAstro sadly not Lemon Drizzle Cake type of Drizzle :-),GG,twitter,1,49.57165277888953,-2.4170055
602,36766,False,"@strebornator i've 3 hard drives, one 250gb SSD, a 1TB hdd and a 500GB HDD plus a shit ton of smaller random ones on the shelf",GB,twitter,0,51.53707969560851,-0.44236099999999995
1857,47651,False,@FreshnFearless @DovetailAgency @garyjberry deep in convo....,GB,twitter,1,51.490020924854,-0.08816100000000003
401,283,False,@OpenFarmSunday at East Pitforthie Dairy farm #Brechin #Angus DD9 7PQ this Sunday 11-4. All welcome. Come and see #WorkdMilkDay in action.,GB,twitter,1,56.719007393710655,-2.4695394999999998
344,1098,False,This is insane😳😍❤️💥👅👅 https://t.co/h5wceN4vuI,GB,twitter,-1,52.08515709788065,-0.25159149999999997
12,5417,False,"Wind 10.5 mph ENE. Barometer 1021.9 mb, Rising slowly. Temperature 12.6 °C. Rain today 0.0 mm. Humidity 90%",GB,twitter,0,50.77416667,-2.02166667
2107,64701,False,@CutbackMark Well said Sir!,GB,twitter,1,55.7877101260224,-3.218963
1429,18294,False,"@oona_lilly Being 18 does make a difference. You are an adult, but a young one, which I didn't know. I am sorry if you found my tone harsh",GB,twitter,-1,51.64515665609943,-3.1286039999999997
437,5983,True,@TobyMoody @nickwhaledotcom Was that while you were laying unconscious on the bar Tobe? 🙃,GB,twitter,-1,52.358161107156945,-2.201258999999999
703,80432,False,@lizbilney la la land... some believe anything bless ...,GB,twitter,1,51.02295143263842,-3.9271189999999994
530,1455,False,Lol,GB,twitter,-1,51.904129226983265,0.19773449999999995
512,8531,False,@Team_Barrowman @united WOW !,GB,twitter,1,51.75228868262215,-0.4675694999999999
4958,60702,False,Dallas https://t.co/sjEIfNbeNb,GB,twitter,1,52.596279428808245,-1.999259
422,21587,False,@81wainer @itsmattray your exactly right lee anyone who doesn't support Arsenal understands it,GB,twitter,0,50.81887558368253,-1.0669855000000004
1036,9981,False,@LuciLoUoooo I often have the same trouble! https://t.co/kWF2E3BA5f,GB,twitter,-1,54.546918913524806,-1.2928485000000003
1350,8040,False,Peach and mango fruit shoots 😻😻,GB,twitter,0,51.76827386362998,0.10673700000000003
937,6407,False,Obviously must be a girl thing letting stupid things eat away at you🤔🙃,GB,twitter,-1,54.52122650972725,-1.2340625
542,8033,False,pretty sad :(,GB,twitter,-1,51.46857321492137,-0.6315115
1094,175,False,Just posted a photo @ Sobeautylicious & Sobridal https://t.co/ucp41BClxk,GB,twitter,0,50.83103,-4.37553
411,4523,False,a will settle for that C,GB,twitter,-1,56.12609661195722,-3.321336000000001
288,2075,False,@brightsideram we tried nice men  never worked heard bad reports he likes a drink more than players U tube clip outside pub ostrich comment,GB,twitter,0,53.09364959,-1.39105163
621,18680,False,Fucking canny to get away for a week and be mwi 24/7,GB,twitter,-1,55.61185560072989,-4.496779500000001
1002,19680,False,@D_MC_83_ Didn't know that! Am surprised I've never heard about that before,GB,twitter,-1,53.197359096378186,-2.8948824999999996
388,6575,False,Downloading from the mothership again. https://t.co/WpBlCQJqQP,GB,twitter,1,52.20098398787838,0.13591599999999998
113,1151,False,@R_o_M @PeteBoyle70 @MrDDyer A message to Mr Dyer👍 https://t.co/fZGaJLVHy4,GB,twitter,-1,53.47534904324797,-2.3495664999999994
377,5012,False,@danlol360 France and Germany owning the euros this time,GB,twitter,-1,51.5248433429905,-0.17311500000000005
383,2395,False,"So because I'm in the Boys' Brigade, I'm part of a paramilitary... #senseless #NolanLIVE",GB,twitter,-1,54.47453159116244,-5.690601000000001
420,3734,False,#trumpturnberry the best way to show this moron how repugnant he his? just don't turn up @RandA @realDonaldTrump @TrumpTurnberry,GB,twitter,0,57.1605717487859,-2.1270404999999997
474,2777,False,We need a cover of @Adele #Hello done by @ladygaga 😍❤️ please make it happen gaga!,GB,twitter,1,51.394368557245095,0.026298999999999996
377,26102,False,"Nightmare looking at my bank statement from Sunday 😩 Retro Rooms, BaaBar and NG1 is all I see!!!",GB,twitter,1,52.98533808533774,-1.1140985000000003
870,1199,False,Hey found marks on my body cannot take anymore were are you'd ?,GB,twitter,-1,53.58421048880526,-2.434952499999999
1569,31111,False,@MissJean_Kelly @emmerdale @itvcorrie Bravo Jean.. Go Girl ! XX,GB,twitter,0,53.9394953936082,-1.2074825000000002
156,254,False,Tweeeeeeps! I missed you guys x #inspo #rant #motivation,GB,twitter,0,52.626293532909706,-1.13067
226,3121,False,Yup it is  https://t.co/RtQwWiIdii,GB,twitter,-1,51.479518714513524,0.1618535
0,1702273,False,"People Are Strange by The Doors is #nowplaying in Old No 7, Barnsley.  Download it now at https://t.co/pv2PQkUqQk",GB,twitter,0,53.553143,-1.4819217
567,5072,False,"Can we normalise men wearing makeup a lil more, like even if it's just to make it become cheaper",GB,twitter,-1,52.23888471672323,-0.8829510000000002
1991,15219,False,@hannahsawitzki I'm back now love! Are you? 😘 xxx,GB,twitter,1,51.78760456578286,-1.4938255
1248,23000,False,i have reached the peak of my queer femme-ness https://t.co/Y2JOT2aevD,GB,twitter,-1,53.9394953936082,-1.2074825000000002
850,10703,False,"""Pass me a donut"" - @LandoFolf #CFz2016 https://t.co/7Q7zUR6jmq",GB,twitter,0,53.22073232033591,-0.54739
47,578,False,Watch Nates new video it's the bomb 😂 #natesnewvideo @natekgarner https://t.co/XwOAVU7CVG 😘😘😘😘,GB,twitter,0,51.71832954962456,-0.055731
473,2586,False,Such struggs trying to pick a dress for last fling😫😫,GB,twitter,-1,52.59286965724111,-1.096631
3285,20463,False,@johnclifton_ see we was right!!! https://t.co/0jJe6zplrJ,GB,twitter,-1,51.544829907267776,0.024996000000000004
200,20781,False,"I get excited about every tournament and I shouldn't, but our current team would beat the 96 team.",GB,twitter,-1,52.227131081826634,0.511578
500,45228,False,"@Devildart180 I was looking forward to it, tbh 😕 https://t.co/8jfsnOt4Rs",GB,twitter,-1,54.07111124598568,-2.7751315
770,88224,False,"@RoseScarlettR @ErinDeCaprio @TakedownMRAs Yes,but of course, being anti an ideology is not the same.Anti-feminist is not same as anti-woman",GB,twitter,-1,51.64090092075878,0.061120999999999995
453,55,False,"@422Kerry @FoundationCFC @summerharl well done girls, awesome",GB,twitter,1,55.85839558130999,-4.2417515
606,6860,False,Oreos are the messiest things to eat 🙄,GB,twitter,0,52.49405270288055,-1.8906405
1053,11086,False,"@PRECIOUSIDEMEN Q: @thatonequeen I love bob so fricking much, so proud that he won rpdr s8",GB,twitter,1,51.45412060423482,-0.017990000000000003
2417,77272,False,"@Junadi512 @sheenaabidashah @shahaanii @TRkhan115 شھباز نے کام کیا ہوا ہے 
پہر؟؟؟",GB,twitter,0,52.583285350952416,-0.265658
318,10166,False,@Megan_Marteen ❤️,GB,twitter,0,51.5730271279188,-1.7856895
251,21048,False,"Nah, teleione 🖕🏽",IM,twitter,1,54.22224638624048,-4.6875115
1291,3701,False,#Vegans can be crazy & have a heart at the same time @vegan @peta https://t.co/Wa0sO8Xx1q,GB,twitter,-1,51.35895133231162,-0.09263300000000001
329,2795,False,Ell Tel is looking in good nick #Euro96,GB,twitter,-1,51.599263128359,-0.018734000000000008
490,4515,False,I'm actually losing my voice this is horrific 🤒,GB,twitter,-1,55.943259273756,-3.2030084999999997
115,305,False,Anyone doing design exam tomorrow fancy taking one for the team and dying please 😄💀,GB,twitter,-1,55.943259273756,-3.2030084999999997
498,23751,False,yesssssss https://t.co/13MmgKE19v,GB,twitter,1,52.49405270288055,-1.8906405
566,11356,False,#Liverpool welcomes @scottishballet #SBSwanLake with great audience reception #OpeningNight Catch it till #Saturday  https://t.co/CMm74yBfI5,GB,twitter,0,53.419914903420405,-2.9154269999999998
426,14669,False,@Richard_JohnW @adcatchpole I'm struggling at 22,GB,twitter,-1,53.820396850981695,-2.4073205
39,37168,False,"@Sargon_of_Akkad petition for UK Parliament to discuses legal issues that specifically disadvantage Men.
International Men's Day Nov 19th ?",GB,twitter,1,52.80280339743897,-0.8380554999999998
531,9298,False,@AnnieBulger Neither do I Ann in fact is is my strictest rule I mute without mercy you will find very few get away with it on my page!,GB,twitter,-1,51.64437431465974,-3.231378
632,18129,False,@dysfuncshunal @chrissyy___ idk maaan 😭,GB,twitter,-1,53.456983702037085,-2.2334800000000006
838,1048,False,Could sleep for a week 💤,GB,twitter,-1,54.675050861728614,-6.81351
1654,4789,False,12.8c today with no sun. 14 days last December had temps higher than today!!,GB,twitter,1,52.71992469337859,-1.1440884999999998
8140,226743,False,"@PippaMusgrave1 could be, but Germany is very keen to drop sanctions?
Following u now, hope u follow back",GB,twitter,-1,51.39781057661456,-0.252754
159,2172,False,clearly I said something to piss her off😳🙄😂 https://t.co/P7JqQoDoRl,GB,twitter,-1,53.456983702037085,-2.2334800000000006
280,4037,False,https://t.co/0otQl4u2pn @yasminflowerss,GB,twitter,0,53.12977465530245,-1.2724419999999999
247,36935,False,Dan Rad ❤️ https://t.co/ZaAFVqmlJy,GB,twitter,1,51.49839328713241,-0.21610800000000002
548,1586,False,@IL0VEthe80s Grange Hill,GB,twitter,0,52.137486833687404,-0.4593664999999998
1737,21739,False,@euangtaylor @simonfurnivall this is literally all I'm clinging onto. Rooney comparisons,GB,twitter,-1,55.85839558130999,-4.2417515
386,8764,False,Me trying to be serious 😡😡😡 https://t.co/if15BAx22q,GB,twitter,-1,51.546931093541325,-0.10918150000000001
1786,1642,False,For me?.. FANKS BABES! 😍💐😂 #cool #art #flowers #valentine #man #love #l4l #likeforlike… https://t.co/eQ8owEzgdQ,GB,twitter,1,51.50711486,-0.12731805
47,578,False,Watch Nates new video it's the bomb 😂 #natesnewvideo @natekgarner https://t.co/XwOAVU7CVG 😘😘😘😘😘,GB,twitter,0,51.71832954962456,-0.055731
56,3649,False,@papithepunisher pk tu pose pas en francais,GB,twitter,0,52.916607589459744,-2.2981339999999997
1195,52944,False,"even tho they're like pure emo, how good were Hollywood Undead back in the day",GB,twitter,1,57.63621266058033,-3.216036
831,32105,False,"I'll forever be jealous of Sunetra's perfectly painted nails, they always look so LOVELY xxxx",GB,twitter,1,51.689457860931064,-1.245088
104,32,False,@sam_morrisss how can you debate when he's hardly played man 😂😂😂,GB,twitter,-1,52.530541925714566,-2.2038685000000005
521,4036,False,@heatherdawnr0 @Ruthalicec4sey @BuzzFeed really no need to add a filter to it,GB,twitter,-1,53.13638161659108,-1.033436
357,55566,False,Chicaaaa entonces tú sí sabes y todos ellos no? Jajajaja PAJÚA... https://t.co/tMBg98AxI7,GB,twitter,-1,51.39007140862319,-0.27846400000000004
